Conventions,G,BADC-CSV,1
title,G,Midas-open: Station site metadata for uk-daily-rain-obs
source,G,Met Office MIDAS database
creator,G,Met Office
activity,G,Met Office MIDAS Open: UK Land Surface Stations Data
feature_type,G,point collection
observation_station,G,UK land surface observing network
location,G,UK
collection_name,G,midas-open
collection_version_number,G,dataset-version-202107
date_valid,G,2021-07-15
history,G,Created 2021-07-15
last_revised_date,G,2021-07-15
comments,G,This file contains geographic and temporal information for the stations covered in this version of the uk-daily-rain-obs part of the MIDAS-open collection
comments,G,The temporal range given here is in relation to the data temporal range available for this station within this dataset and may differ from other dates for the given station in other MIDAS-open datasets
comments,G,The geographic location relates to the currently recorded station location to 3 decimal places of latitude and longitude
comments,G,If more precise geographical location information is required please contact the Met Office directly as there may be data management restrictions for stations located on private property
comments,G,Further station-specific details are given in each station folder in the associated capability files
comments,G,For fuller station metadata please use the MIDAS station search tool available from the Centre for Environmental Data Analysis
coordinate_variable,src_id,x
long_name,src_id,The unique MIDAS identifier for the station,1
type,src_id,int
comments,src_id,This is a unique ID ascribed to this station within the MIDAS system. It is used across MIDAS as a way to join related data and metadata together where a site may have used different identifiers for different meteorological reports over time.
long_name,station_name,The name for this station,1
type,station_name,char
long_name,station_file_name,The filename used for this station,1
type,station_file_name,char
comments,station_file_name,The filename is derived from the station name but replacing spaces with - as necessary
long_name,historic_county,the historic county this station is within,1
type,historic_county,char
comments,historic_county,Within MIDAS stations are associated with a set of fixed historic county definitions for the UK and are not amended to reflect modern county boundary changes. For more details refer to the MIDAS documentation.
long_name,station_latitude,The station latitude (WGS84),degrees
type,station_latitude,float
long_name,station_longitude,The station longitude (WGS84),degrees
type,station_longitude,float
long_name,station_elevation,The station elevation,m
type,station_elevation,float
comments,station_elevation,The station elevation in metres above mean sea level
long_name,first_year,first year of data associated with this station in this dataset,year
type,first_year,float
comments,first_year,This relates to the first year of available data within this version of this dataset. The first year may differ for this station within other datasets of Midas-open
long_name,last_year,last year of data associated with this station in this dataset,year
type,last_year,float
comments,last_year,This relates to the last year of data associated with this station in this dataset. It does not indicate whether the station is currently operational and the last year may differ for this station within other datasets of Midas-open
comments,last_year,The first and last year indicate simply the year of first and last available data in this dataset. They do not indicate the availability of data between those dates or availability of data within other datasets of Midas-open
data
src_id,station_name,station_file_name,historic_county,station_latitude,station_longitude,station_elevation,first_year,last_year
00670,GREAT MALVERN,great-malvern,hereford-and-worcester,52.121,-2.306,44,1974,1997
00671,ROSS-ON-WYE,ross-on-wye,hereford-and-worcester,51.911,-2.586,67,1914,2017
00672,"WORCESTER, CORNMEADOW",worcester-cornmeadow,hereford-and-worcester,52.224,-2.225,30,1983,1986
00673,PRESTON WYNNE,preston-wynne,hereford-and-worcester,52.125,-2.638,84,1961,1999
00674,AVONMOUTH,avonmouth,avon,51.506,-2.717,9,1961,1967
00675,BRISTOL WEATHER CENTRE,bristol-weather-centre,avon,51.453,-2.600,42,1995,1997
00676,FILTON,filton,avon,51.522,-2.577,59,1965,1981
00679,"SLIMBRIDGE, SIX ACRES",slimbridge-six-acres,gloucestershire,51.705,-2.383,45,1994,1999
00680,SLIMBRIDGE,slimbridge,gloucestershire,51.740,-2.404,5,1988,1998
00681,RUSCOMBE,ruscombe,gloucestershire,51.768,-2.238,186,1961,1963
00682,RANDWICK,randwick,gloucestershire,51.762,-2.246,200,1989,2003
00683,HEMPSTED,hempsted,gloucestershire,51.840,-2.276,12,1961,1975
00684,GLOUCESTER,gloucester,gloucestershire,51.858,-2.218,23,1973,1973
00686,INNSWORTH,innsworth,gloucestershire,51.891,-2.196,21,1978,1981
00687,CHELTENHAM,cheltenham,gloucestershire,51.895,-2.080,65,1889,2001
00688,CIRENCESTER,cirencester,gloucestershire,51.709,-1.996,133,1961,2020
00690,DIDBROOK FIELDS,didbrook-fields,gloucestershire,51.986,-1.932,80,1981,1998
00691,WESTONBIRT,westonbirt,gloucestershire,51.607,-2.221,135,1982,2009
00692,LITTLE RISSINGTON,little-rissington,gloucestershire,51.861,-1.693,210,1961,1997
25264,GLEN OYKEL,glen-oykel,sutherland,58.061,-4.846,160,1999,2000
00694,KENSINGTON PALACE,kensington-palace,greater-london,51.506,-0.187,25,1961,1978
00695,HAMPSTEAD,hampstead,greater-london,51.561,-0.180,137,1910,2010
00697,"LONDON, ST JAMES'S PARK",london-st-jamess-park,greater-london,51.505,-0.131,5,1912,1999
00699,REGENTS PARK,regents-park,greater-london,51.528,-0.152,39,1961,1974
00701,CAMDEN SQUARE,camden-square,greater-london,51.545,-0.132,37,1961,1969
00707,GREENWICH,greenwich,greater-london,51.480,-0.004,7,1948,1997
00708,HEATHROW,heathrow,greater-london,51.479,-0.451,25,1948,1997
00709,NORTHOLT,northolt,greater-london,51.549,-0.417,33,1995,1997
00710,NORTHWOOD,northwood,greater-london,51.613,-0.421,85,1987,2015
00711,HAMPTON W WKS,hampton-w-wks,greater-london,51.412,-0.378,12,1954,2012
00713,HARROW WEALD,harrow-weald,greater-london,51.615,-0.336,98,1972,1988
00714,SOUTHGATE,southgate,greater-london,51.641,-0.124,67,1961,1987
00715,"WALTHAM CROSS, CAPEL MANOR",waltham-cross-capel-manor,greater-london,51.680,-0.056,32,1989,1993
00716,"ENFIELD, MIDDLESEX POLYTECHNIC",enfield-middlesex-polytechnic,greater-london,51.646,-0.047,17,1973,1990
00717,ENFIELD,enfield,greater-london,51.636,-0.038,51,1961,1965
00718,MERRIST WOOD,merrist-wood,surrey,51.274,-0.618,51,1973,1997
00719,WISLEY,wisley,surrey,51.311,-0.476,38,1904,2001
00720,MICKLEHAM,mickleham,surrey,51.261,-0.321,55,1950,2020
00721,KEW,kew,greater-london,51.468,-0.316,5,1871,1981
00723,KEW GARDENS,kew-gardens,greater-london,51.482,-0.294,6,1948,2006
00725,GATWICK,gatwick,west-sussex,51.152,-0.193,59,1958,1997
00726,KENLEY AIRFIELD,kenley-airfield,greater-london,51.304,-0.092,170,1991,1997
00728,WADDON,waddon,greater-london,51.359,-0.114,59,1961,1986
00729,ADDINGTON,addington,greater-london,51.362,-0.059,144,1961,1975
00730,EDENBRIDGE,edenbridge,kent,51.204,0.135,45,1973,2020
00731,BROMLEY,bromley,greater-london,51.404,0.013,65,1961,1980
00732,ANVIL GREEN,anvil-green,kent,51.206,1.015,140,1984,1992
00733,EYNSFORD,eynsford,kent,51.370,0.206,43,1990,2008
00734,SWANLEY,swanley,kent,51.410,0.173,54,1961,1967
00736,DARTFORD,dartford,kent,51.441,0.219,5,1961,1969
00737,TUNBRIDGE WELLS,tunbridge-wells,kent,51.131,0.268,107,1915,1964
00738,HADLOW COLLEGE,hadlow-college,kent,51.223,0.330,27,1966,1994
25315,ORKNEY: LOCH OF HUNDLAND,orkney-loch-of-hundland,orkney,59.112,-3.229,28,1999,2020
00742,GOUDHURST,goudhurst,kent,51.077,0.460,85,1934,2006
00744,EAST MALLING,east-malling,kent,51.288,0.448,33,1925,1998
00745,CHATHAM SOUTH,chatham-south,kent,51.365,0.523,91,1976,1979
00746,ULCOMBE,ulcombe,kent,51.197,0.636,47,1973,1996
00747,CHARING,charing,kent,51.197,0.782,91,1980,2002
00748,GILLINGHAM NO 2,gillingham-no-2,kent,51.394,0.564,3,1961,1981
00749,SITTINGBOURNE 2,sittingbourne-2,kent,51.306,0.723,84,1988,1989
00751,SITTINGBOURNE,sittingbourne,kent,51.319,0.712,69,1961,1966
00754,ISLE OF GRAIN NO 2,isle-of-grain-no-2,kent,51.443,0.690,2,1961,1970
00756,THROWLEY,throwley,kent,51.231,0.839,150,1961,1976
00757,FAVERSHAM,faversham,kent,51.297,0.878,46,1961,2020
00758,DUNGENESS,dungeness,kent,50.913,0.972,6,1961,1979
00760,WYE,wye,kent,51.185,0.945,56,1961,2006
00761,WHITSTABLE,whitstable,kent,51.358,1.032,3,1937,1974
00762,"FOLKESTONE, FAIRWAY AVENUE",folkestone-fairway-avenue,kent,51.089,1.160,31,1971,2003
00763,FOLKESTONE,folkestone,kent,51.078,1.178,39,1908,1971
00765,HERNE BAY NO 2,herne-bay-no-2,kent,51.358,1.135,40,1985,1997
00766,ELMSTONE,elmstone,kent,51.298,1.235,9,1961,1972
00767,ELMSTONE NO 2,elmstone-no-2,kent,51.300,1.245,5,1973,1995
00768,"HERNE BAY, MAYSTREET S WKS",herne-bay-maystreet-s-wks,kent,51.363,1.172,31,1969,1980
00769,HERNE BAY,herne-bay,kent,51.370,1.118,6,1961,1971
00770,DOVER,dover,kent,51.121,1.314,6,1918,1976
00772,DOVER (RMS),dover-rms,kent,51.147,1.326,123,1961,1979
00773,ST MARGARETS,st-margarets,kent,51.157,1.392,83,1971,1975
00774,DEAL,deal,kent,51.232,1.403,2,1963,1970
00775,MANSTON,manston,kent,51.347,1.335,49,1961,1997
00776,RAMSGATE,ramsgate,kent,51.332,1.422,24,1961,1969
00777,"MARGATE, NORTH DOWN",margate-north-down,kent,51.381,1.420,42,1988,2009
00778,MARGATE,margate,kent,51.392,1.402,16,1889,1988
00779,THORNEY ISLAND,thorney-island,west-sussex,50.815,-0.922,4,1957,1995
25353,PEATLANDS,peatlands,armagh,54.483,-6.620,34,2000,2019
00781,ROGATE,rogate,west-sussex,51.007,-0.848,64,1970,1993
00782,BOGNOR REGIS,bognor-regis,west-sussex,50.782,-0.677,7,1901,2020
00784,DUNCTON,duncton,west-sussex,50.949,-0.621,23,1993,1994
00785,FERNHURST,fernhurst,west-sussex,51.032,-0.706,57,1961,1982
00786,LITTLEHAMPTON,littlehampton,west-sussex,50.807,-0.535,5,1916,1980
00787,RUSTINGTON,rustington,west-sussex,50.821,-0.518,3,1961,1995
00788,WESTERGATE,westergate,west-sussex,50.841,-0.665,8,1978,1985
00789,STORRINGTON,storrington,west-sussex,50.928,-0.453,38,1992,1992
00790,NORTH HEATH,north-heath,west-sussex,50.994,-0.478,21,1969,1990
00791,"BRIGHTON, WHITEHAWK",brighton-whitehawk,east-sussex,50.832,-0.110,120,1983,1985
00792,WORTHING NO 2,worthing-no-2,west-sussex,50.814,-0.365,7,1961,1971
00793,WORTHING,worthing,west-sussex,50.819,-0.355,2,1971,1993
00795,SHOREHAM AIRPORT,shoreham-airport,west-sussex,50.836,-0.294,2,2001,2001
00796,TOTTINGTON BARN,tottington-barn,west-sussex,50.880,-0.266,185,1991,1996
00797,BRIGHTON,brighton,east-sussex,50.821,-0.137,10,1961,1981
00800,HURSTPIERPOINT NO 2,hurstpierpoint-no-2,west-sussex,50.942,-0.164,32,1964,1991
00801,BRIGHTON NO 2,brighton-no-2,east-sussex,50.825,-0.113,116,1985,1992
00802,LOWER WILLINGDON,lower-willingdon,east-sussex,50.809,0.243,22,1991,1996
00803,PLUMPTON,plumpton,east-sussex,50.906,-0.071,76,1961,2003
00804,WAKEHURST PLACE,wakehurst-place,west-sussex,51.068,-0.091,127,1966,1973
00805,EAST GRINSTEAD NO 2,east-grinstead-no-2,west-sussex,51.116,-0.023,122,1961,1965
00806,SEAFORD,seaford,east-sussex,50.772,0.106,14,1961,1964
00807,EAST HOATHLY,east-hoathly,east-sussex,50.909,0.145,38,1964,1992
00808,EASTBOURNE,eastbourne,east-sussex,50.759,0.283,15,1888,2020
00809,EASTBOURNE COASTGUARD,eastbourne-coastguard,east-sussex,50.782,0.309,3,1962,1975
00810,HERSTMONCEUX,herstmonceux,east-sussex,50.865,0.336,18,1977,1992
00811,"HERSTMONCEUX, WEST END",herstmonceux-west-end,east-sussex,50.891,0.317,52,1992,1997
00812,BEXHILL,bexhill,east-sussex,50.838,0.464,4,1926,2012
00813,FAIRLIGHT NO 2,fairlight-no-2,east-sussex,50.871,0.644,145,1984,1986
00814,LIPHOOK,liphook,hampshire,51.080,-0.815,98,1984,1988
00815,SEDLESCOMBE,sedlescombe,east-sussex,50.940,0.526,52,1961,1963
00816,BREDE,brede,east-sussex,50.939,0.593,82,1988,2003
00817,BODIAM,bodiam,east-sussex,50.996,0.542,22,1961,1976
00818,HASTINGS,hastings,east-sussex,50.856,0.570,45,1961,2020
00819,LAMBOURN,lambourn,berkshire,51.533,-1.490,192,1967,1996
00820,LETCOMBE REGIS,letcombe-regis,oxfordshire,51.574,-1.453,107,1961,1985
00822,ABINGDON,abingdon,oxfordshire,51.689,-1.308,69,1964,1976
00823,COMPTON,compton,berkshire,51.518,-1.253,103,1961,1969
00824,WOOLHAMPTON,woolhampton,berkshire,51.409,-1.170,113,1961,1964
00825,WALLINGFORD,wallingford,oxfordshire,51.603,-1.113,47,1961,2020
17210,ALWEN,alwen,clwyd,53.062,-3.554,345,1961,2020
00827,"ARBORFIELD, NAT INST RES DAIRYING",arborfield-nat-inst-res-dairying,berkshire,51.410,-0.913,49,1980,1992
00828,"SHINFIELD, NAT INST RES DAIRYING",shinfield-nat-inst-res-dairying,berkshire,51.410,-0.953,62,1975,1980
00829,"SHINFIELD, DEPT AGRIC BOTANY",shinfield-dept-agric-botany,berkshire,51.412,-0.946,61,1961,1975
00830,"READING UNIVERSITY, WHITEKNIGHTS",reading-university-whiteknights,berkshire,51.441,-0.938,66,1968,2012
00832,READING UNIVERSITY,reading-university,berkshire,51.450,-0.962,45,1961,1968
00833,"READING, SEED TRIAL GROUNDS",reading-seed-trial-grounds,berkshire,51.458,-0.939,43,1961,1968
00834,FINCHAMPSTEAD,finchampstead,berkshire,51.363,-0.862,65,1961,1973
00836,"HURLEY, RESEARCH INSTITUTE",hurley-research-institute,berkshire,51.539,-0.815,43,1961,1992
00838,"BRACKNELL, BEAUFORT PARK",bracknell-beaufort-park,berkshire,51.390,-0.786,74,1971,1998
00839,BRACKNELL MET OFFICE HQ,bracknell-met-office-hq,berkshire,51.416,-0.745,74,1962,1971
00840,BOURNEMOUTH,bournemouth,dorset,50.727,-1.885,40,1914,1978
00841,"BOURNEMOUTH, DORSET TECH COLLEGE",bournemouth-dorset-tech-college,dorset,50.742,-1.894,50,1978,1980
00842,HURN,hurn,dorset,50.779,-1.836,10,1952,1997
00843,"BOURNEMOUTH, KINGS PARK",bournemouth-kings-park,dorset,50.734,-1.824,27,1981,2020
00844,IBSLEY,ibsley,hampshire,50.884,-1.772,27,1992,2018
00845,CHRISTCHURCH,christchurch,dorset,50.744,-1.783,4,1961,2004
00846,EVERTON,everton,hampshire,50.742,-1.575,16,1961,2003
00847,MIDDLE WALLOP,middle-wallop,hampshire,51.150,-1.570,90,1984,1997
00848,"SOUTHAMPTON, MAYFLOWER PARK",southampton-mayflower-park,hampshire,50.899,-1.410,3,1970,2000
00849,"SOUTHAMPTON, EAST PARK",southampton-east-park,hampshire,50.905,-1.405,20,1855,1970
00850,SOUTHAMPTON,southampton,hampshire,50.901,-1.404,19,1980,1996
00851,SPARSHOLT,sparsholt,hampshire,51.085,-1.392,113,1961,1993
00852,LECKFORD,leckford,hampshire,51.124,-1.441,117,1961,2013
00854,"SOUTHAMPTON, EASTLEIGH",southampton-eastleigh,hampshire,50.949,-1.362,11,1957,1961
00855,OTTERBOURNE W WKS,otterbourne-w-wks,hampshire,51.009,-1.335,34,1975,2011
00856,WINCHESTER,winchester,hampshire,51.062,-1.324,82,1961,1979
00858,SOLENT,solent,hampshire,50.808,-1.211,9,1981,1987
00859,MARTYR WORTHY,martyr-worthy,hampshire,51.103,-1.263,85,1961,2002
00860,"KINGSCLERE, STRATTONS FARM",kingsclere-strattons-farm,hampshire,51.344,-1.265,102,1990,2002
00862,ODIHAM,odiham,hampshire,51.239,-0.945,118,1963,1997
00863,HAYLING ISLAND,hayling-island,hampshire,50.785,-0.986,4,1961,2020
00864,"BUTSER, HILLHAMPTON",butser-hillhampton,hampshire,50.963,-0.982,122,1977,1990
00865,"BUTSER, WINDMILL HILL",butser-windmill-hill,hampshire,50.944,-0.976,92,1990,2009
00866,LITTLE BUTSER,little-butser,hampshire,50.983,-0.977,183,1977,1990
00867,LONG SUTTON,long-sutton,hampshire,51.213,-0.930,145,1961,2001
00868,ALICE HOLT LODGE,alice-holt-lodge,hampshire,51.178,-0.850,115,1962,2009
00869,SOUTH FARNBOROUGH,south-farnborough,hampshire,51.280,-0.773,65,1921,1996
00874,WIGHT: WELLOW,wight-wellow,isle-of-wight,50.690,-1.448,25,1989,1992
00876,WIGHT: ST CATHERINES POINT,wight-st-catherines-point,isle-of-wight,50.576,-1.297,20,1924,1997
00877,WIGHT: VENTNOR PARK,wight-ventnor-park,isle-of-wight,50.593,-1.213,60,1984,2020
00878,WIGHT: SHANKLIN,wight-shanklin,isle-of-wight,50.624,-1.181,55,1947,2020
00879,WIGHT: SANDOWN,wight-sandown,isle-of-wight,50.658,-1.147,4,1961,1997
00880,WIGHT: RYDE,wight-ryde,isle-of-wight,50.732,-1.157,4,1961,1998
00881,TROWBRIDGE,trowbridge,wiltshire,51.324,-2.224,37,1973,1985
00882,NETHERAVON,netheravon,wiltshire,51.244,-1.766,129,1977,1995
00883,LACOCK,lacock,wiltshire,51.431,-2.115,49,1961,2020
00884,TEFFONT MAGNA,teffont-magna,wiltshire,51.093,-2.026,117,1993,1998
00885,WEST LAVINGTON,west-lavington,wiltshire,51.281,-2.001,99,1961,1968
00886,LYNEHAM,lyneham,wiltshire,51.503,-1.992,145,1972,2002
00887,CHISLEDON,chisledon,wiltshire,51.519,-1.728,177,1961,1967
00888,LARKHILL,larkhill,wiltshire,51.202,-1.806,132,1921,1997
00889,BOSCOMBE DOWN,boscombe-down,wiltshire,51.162,-1.755,126,1974,1997
00890,UPAVON,upavon,wiltshire,51.292,-1.776,179,1963,1987
00891,MARLBOROUGH,marlborough,wiltshire,51.416,-1.735,129,1875,1996
00892,PORTON,porton,wiltshire,51.128,-1.701,111,1957,1981
00894,UPPER KILLEYAN,upper-killeyan,argyll-in-strathclyde-region,55.595,-6.317,90,1979,1988
00896,ORSAY,orsay,argyll-in-strathclyde-region,55.674,-6.511,23,1992,1997
00897,RHUVAAL,rhuvaal,argyll-in-strathclyde-region,55.936,-6.125,20,1964,1981
00898,"COLONSAY, HOTEL",colonsay-hotel,argyll-in-strathclyde-region,56.069,-6.195,15,1989,1999
00899,COLONSAY,colonsay,argyll-in-strathclyde-region,56.084,-6.208,35,1961,1989
00900,AROS,aros,argyll-in-strathclyde-region,56.536,-5.981,37,1967,1996
00901,ARDNAMURCHAN,ardnamurchan,argyll-in-highland-region,56.726,-6.224,6,1982,1988
00902,KILCHOAN NO 2,kilchoan-no-2,argyll-in-highland-region,56.696,-6.123,10,1989,1989
00903,KILMORY,kilmory,argyll-in-highland-region,56.758,-6.048,45,1989,2004
00904,CRAIGHOUSE,craighouse,argyll-in-strathclyde-region,55.834,-5.951,4,1964,1986
09092,SEAVINGTON,seavington,somerset,50.941,-2.861,85,2009,2020
00907,"MORVERN, CLAGGAN",morvern-claggan,argyll-in-highland-region,56.584,-5.749,28,1994,2001
00908,MACHRIHANISH,machrihanish,argyll-in-strathclyde-region,55.441,-5.697,10,1978,1997
00909,CAMPBELTOWN NO 2,campbeltown-no-2,argyll-in-strathclyde-region,55.428,-5.611,12,1961,1972
17292,PORTRUSH,portrush,antrim,55.208,-6.656,8,1996,2004
00911,ACHAGLACHGACH,achaglachgach,argyll-in-strathclyde-region,55.822,-5.493,12,1961,1987
00912,KNAPDALE FOREST,knapdale-forest,argyll-in-strathclyde-region,56.060,-5.553,40,1967,1976
00913,STRONACHULLIN NO 2,stronachullin-no-2,argyll-in-strathclyde-region,55.960,-5.444,2,1975,1989
00915,LOCHGILPHEAD,lochgilphead,argyll-in-strathclyde-region,56.034,-5.428,6,1984,2020
00916,LEPHINMORE,lephinmore,argyll-in-strathclyde-region,56.084,-5.240,9,1961,1967
00917,KNAPDALE FOREST NO 2,knapdale-forest-no-2,argyll-in-strathclyde-region,56.059,-5.482,12,1976,1985
00918,DUNSTAFFNAGE,dunstaffnage,argyll-in-strathclyde-region,56.450,-5.440,3,1971,2002
00919,INVERINAN MOR,inverinan-mor,argyll-in-strathclyde-region,56.306,-5.244,70,1989,2005
00920,GLENBRANTER,glenbranter,argyll-in-strathclyde-region,56.130,-5.044,37,1961,1965
00921,GLENBRANTER NO 2,glenbranter-no-2,argyll-in-strathclyde-region,56.135,-5.038,24,1965,1992
00922,KILCHRENAN,kilchrenan,argyll-in-strathclyde-region,56.357,-5.177,80,1979,1985
00923,INVERINAN,inverinan,argyll-in-strathclyde-region,56.308,-5.238,46,1961,1989
00924,GLEN ETIVE NO 2,glen-etive-no-2,argyll-in-strathclyde-region,56.583,-5.025,24,1967,1972
00925,"BENMORE, FORESTRY SCHOOL",benmore-forestry-school,argyll-in-strathclyde-region,56.024,-4.989,14,1932,1966
00926,"BENMORE, YOUNGER BOTANIC GARDEN",benmore-younger-botanic-garden,argyll-in-strathclyde-region,56.028,-4.985,12,1961,2020
00927,GLENCEITLEIN,glenceitlein,argyll-in-strathclyde-region,56.585,-5.017,40,1973,1977
00928,ARDENTINNY,ardentinny,argyll-in-strathclyde-region,56.046,-4.914,5,1979,1997
00930,BLACK MOUNT,black-mount,argyll-in-strathclyde-region,56.545,-4.796,175,1984,2006
00931,ARRAN: LOCHRANZA NO 3,arran-lochranza-no-3,buteshire,55.706,-5.304,46,1988,2008
00935,ARRAN: KILDONAN,arran-kildonan,buteshire,55.442,-5.108,18,1966,1987
17314,LEEMING,leeming,north-yorkshire,54.297,-1.533,33,1944,1998
00937,ARRAN: BRODICK CASTLE,arran-brodick-castle,buteshire,55.592,-5.154,15,1965,2019
00938,BUTE: DHU LOCH W WKS,bute-dhu-loch-w-wks,buteshire,55.816,-5.080,83,1961,1986
00939,BUTE: ROTHESAY,bute-rothesay,buteshire,55.839,-5.064,43,1961,2013
00940,GT CUMBRAE: MILLPORT,gt-cumbrae-millport,buteshire,55.749,-4.908,5,1951,2010
00941,COULPORT,coulport,dunbartonshire,56.059,-4.873,114,1974,1980
00942,FINNART,finnart,dunbartonshire,56.116,-4.831,15,1964,1977
00943,HELENSBURGH,helensburgh,dunbartonshire,56.015,-4.724,89,1959,1969
00944,HELENSBURGH NO 2,helensburgh-no-2,dunbartonshire,56.016,-4.724,96,1970,2002
00945,BLAIRVADACH,blairvadach,dunbartonshire,56.028,-4.794,4,1975,1975
00946,SLOY,sloy,dunbartonshire,56.251,-4.712,12,1978,1984
00947,KEIL SCHOOL,keil-school,dunbartonshire,55.942,-4.584,40,1991,1993
00949,"GARTOCHARN, PORTNELLAN FARM",gartocharn-portnellan-farm,dunbartonshire,56.048,-4.567,40,1992,2020
00950,ARROCHYMORE,arrochymore,stirling-in-central-region,56.093,-4.549,30,1971,1992
00951,KIRKINTILLOCH,kirkintilloch,dunbartonshire,55.943,-4.139,60,1977,1984
00953,CUMBERNAULD,cumbernauld,dunbartonshire,55.961,-3.969,94,1961,1976
00954,MUGDOCK PARK,mugdock-park,stirling-in-central-region,55.973,-4.330,165,1990,2020
00955,EARLS HILL,earls-hill,stirling-in-central-region,56.070,-4.050,335,1961,1981
00956,STIRLING S WKS,stirling-s-wks,stirling-in-central-region,56.119,-3.919,7,1982,1999
00957,"STIRLING, BATTERFLATS",stirling-batterflats,stirling-in-central-region,56.110,-3.954,38,1961,1982
00958,STIRLING,stirling,stirling-in-central-region,56.120,-3.943,46,1961,1970
00959,"PARKHEAD, STIRLING UNIVERSITY",parkhead-stirling-university,stirling-in-central-region,56.149,-3.907,35,1970,2004
00960,"FALKIRK, S WKS",falkirk-s-wks,stirling-in-central-region,56.018,-3.763,3,1967,2001
00961,FALKIRK,falkirk,stirling-in-central-region,56.002,-3.799,32,1961,1966
00962,GRANGEMOUTH,grangemouth,stirling-in-central-region,56.018,-3.720,4,1966,1979
00963,GRANGEMOUTH REFINERY,grangemouth-refinery,stirling-in-central-region,56.009,-3.686,2,1970,2020
00964,GREENOCK MRCC,greenock-mrcc,renfrewshire,55.962,-4.794,5,1998,1998
00965,GREENOCK,greenock,renfrewshire,55.943,-4.765,61,1961,1990
17341,BALLYGAWLEY PRIMARY SCHOOL,ballygawley-primary-school,tyrone,54.465,-7.035,88,1996,1998
00967,UPLAWMOOR,uplawmoor,renfrewshire,55.765,-4.501,128,1977,1996
00968,PAISLEY,paisley,renfrewshire,55.845,-4.431,32,1914,2011
00969,BARRHEAD,barrhead,renfrewshire,55.811,-4.378,30,1961,1977
00970,RENFREW,renfrew,renfrewshire,55.867,-4.386,8,1921,1930
00971,ABBOTSINCH,abbotsinch,renfrewshire,55.869,-4.431,5,1973,1997
00972,POLLOK COUNTRY PARK,pollok-country-park,renfrewshire,55.825,-4.315,16,1991,2017
00973,DRUMCLOG,drumclog,lanarkshire,55.627,-4.201,227,1983,2008
00974,CROSSMYLOOF,crossmyloof,lanarkshire,55.836,-4.282,23,1963,1973
00975,GLASGOW WEATHER CENTRE,glasgow-weather-centre,lanarkshire,55.860,-4.264,40,1980,1980
00976,THORNTONHALL,thorntonhall,lanarkshire,55.770,-4.244,138,1961,1970
00977,"GLASGOW, SPRINGBURN",glasgow-springburn,lanarkshire,55.890,-4.227,107,1961,1992
00978,EAST KILBRIDE NO 2,east-kilbride-no-2,lanarkshire,55.755,-4.172,178,1970,2003
00980,"MOTHERWELL, STRATHCLYDE PARK",motherwell-strathclyde-park,lanarkshire,55.786,-4.023,22,1979,2020
00981,COATBRIDGE,coatbridge,lanarkshire,55.855,-4.056,66,1961,1986
00982,SALSBURGH,salsburgh,lanarkshire,55.861,-3.875,277,1990,2000
00983,LEADHILLS,leadhills,lanarkshire,55.416,-3.760,393,1953,2019
00986,CRAWFORDJOHN,crawfordjohn,lanarkshire,55.496,-3.776,274,1961,1973
00987,DRUMALBIN,drumalbin,lanarkshire,55.627,-3.736,245,1984,1997
00989,LANARK,lanark,lanarkshire,55.671,-3.790,152,1963,1970
00990,ABINGTON,abington,lanarkshire,55.489,-3.692,247,1982,1994
00991,CARNWATH,carnwath,lanarkshire,55.700,-3.634,208,1961,2006
00992,CAMPS RESR,camps-resr,lanarkshire,55.487,-3.589,295,1961,1999
00993,COLMONELL,colmonell,ayrshire,55.130,-4.947,52,1961,1961
00994,GIRVAN,girvan,ayrshire,55.243,-4.857,8,1963,2012
00996,HUNTERSTON NO 3,hunterston-no-3,ayrshire,55.723,-4.893,8,1964,2020
00998,TURNBERRY,turnberry,ayrshire,55.317,-4.833,8,1961,1966
00999,CULZEAN CASTLE,culzean-castle,ayrshire,55.351,-4.791,42,1961,2017
01000,LARGS,largs,ayrshire,55.799,-4.867,6,1961,1968
01002,LARGS NO 2,largs-no-2,ayrshire,55.802,-4.849,60,1977,1979
01003,BARR,barr,ayrshire,55.211,-4.695,122,1961,1983
01004,"TROON, MARR COLLEGE",troon-marr-college,ayrshire,55.546,-4.641,12,1970,1975
01005,AUCHINCRUIVE,auchincruive,ayrshire,55.477,-4.565,48,1932,2006
01006,PRESTWICK NO 2,prestwick-no-2,ayrshire,55.501,-4.584,16,1968,1984
01007,"PRESTWICK, GANNET",prestwick-gannet,ayrshire,55.515,-4.585,27,1996,1997
01008,DALRY,dalry,ayrshire,55.718,-4.719,33,1980,2005
01009,LOCH BRADAN W WKS,loch-bradan-w-wks,ayrshire,55.263,-4.463,250,1993,2000
01010,KILMARNOCK,kilmarnock,ayrshire,55.607,-4.508,35,1961,1965
01011,KILMARNOCK NO 2,kilmarnock-no-2,ayrshire,55.608,-4.519,34,1966,1981
01012,CUMNOCK,cumnock,ayrshire,55.453,-4.274,99,1973,2004
01013,SAUGHALL,saughall,ayrshire,55.601,-4.226,221,1988,2010
01014,DALMACALLAN,dalmacallan,dumfriesshire,55.181,-3.888,146,1961,1969
01015,"DUMFRIES, DRUNGANS",dumfries-drungans,kirkcudbrightshire,55.054,-3.645,16,1979,2002
01016,TROQUEER S WKS,troqueer-s-wks,dumfriesshire,55.058,-3.616,5,1969,1975
